frame,area_ratio,thr,motion,win_hits,cand_ok,in_event,zero_streak,cooldown_left,bbox_x,bbox_y,bbox_w,bbox_h
0,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
1,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
2,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
3,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
4,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
5,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
6,0.00026123,0.00100000,0,0,0,0,0,0,588,7,6,8
7,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
8,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
9,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
10,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
11,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
12,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
13,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
14,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
15,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
16,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
17,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
18,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
19,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
20,0.00006104,0.00100000,0,0,0,0,0,0,33,97,5,5
21,0.00009033,0.00100000,0,0,0,0,0,0,0,38,3,10
22,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
23,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
24,0.00000000,0.00100000,0,0,0,0,0,0,-1,-1,-1,-1
25,0.00007813,0.00100000,0,0,0,0,0,0,438,214,6,8
26,0.00016846,0.00100000,0,0,0,0,0,0,438,211,7,12
27,0.00044922,0.00100000,0,0,0,0,0,0,437,209,9,21
28,0.00060791,0.00100000,0,0,0,0,0,0,437,208,9,22
29,0.00076172,0.00100000,0,0,0,0,0,0,437,208,9,13
30,0.00042236,0.00100000,0,0,0,0,0,0,437,208,8,10
31,0.00022461,0.00100000,0,0,0,0,0,0,170,215,7,7
32,0.00008301,0.00100000,0,0,0,0,0,0,172,217,7,5
33,0.00021973,0.00100000,0,0,0,0,0,0,454,173,6,9
34,0.00052979,0.00100000,0,0,0,0,0,0,440,188,7,12
35,0.00086670,0.00100000,0,0,0,0,0,0,438,144,10,23
36,0.00108154,0.00100000,1,1,0,0,0,0,440,178,8,22
37,0.00118896,0.00100000,1,2,0,0,0,0,151,146,8,20
38,0.00135742,0.00100000,1,3,0,0,0,0,151,146,12,39
39,0.00144043,0.00100000,1,4,0,0,0,0,151,146,12,40
40,0.00154053,0.00100000,1,5,0,0,0,0,152,146,13,40
41,0.00160156,0.00100000,1,6,1,1,0,0,152,146,14,40
42,0.00210938,0.00100000,1,7,1,1,0,0,153,146,13,40
43,0.00187500,0.00100000,1,8,1,1,0,0,153,141,13,46
44,0.00185547,0.00100000,1,9,1,1,0,0,154,146,12,42
45,0.00200928,0.00100000,1,10,1,1,0,0,155,146,11,42
46,0.00225586,0.00100000,1,11,1,1,0,0,155,146,12,43
47,0.00225586,0.00100000,1,12,1,1,0,0,155,146,12,43
48,0.00228271,0.00100000,1,13,1,1,0,0,155,146,12,44
49,0.00223389,0.00100000,1,14,1,1,0,0,156,146,12,46
50,0.00210449,0.00100000,1,15,1,1,0,0,157,141,12,56
51,0.00208984,0.00100000,1,16,1,1,0,0,157,146,12,47
52,0.00201660,0.00100000,1,16,1,1,0,0,158,147,9,31
53,0.00172607,0.00100000,1,16,1,1,0,0,158,147,9,31
54,0.00159912,0.00100000,1,16,1,1,0,0,159,147,8,30
55,0.00166748,0.00100000,1,16,1,1,0,0,159,147,9,30
56,0.00135742,0.00100000,1,16,1,1,0,0,160,148,8,29
57,0.00152100,0.00100000,1,16,1,1,0,0,173,149,7,20
58,0.00167725,0.00100000,1,16,1,1,0,0,434,198,9,21
59,0.00166992,0.00100000,1,16,1,1,0,0,432,198,10,40
60,0.00167480,0.00100000,1,16,1,1,0,0,427,144,10,22
61,0.00156494,0.00100000,1,16,1,1,0,0,426,143,10,22
62,0.00127197,0.00100000,1,16,1,1,0,0,426,143,11,23
63,0.00142578,0.00100000,1,16,1,1,0,0,425,143,15,25
64,0.00153320,0.00100000,1,16,1,1,0,0,424,143,16,26
65,0.00159912,0.00100000,1,16,1,1,0,0,424,143,16,27
66,0.00161377,0.00100000,1,16,1,1,0,0,424,144,16,27
67,0.00171143,0.00100000,1,16,1,1,0,0,423,144,17,28
68,0.00196533,0.00100000,1,16,1,1,0,0,423,144,20,37
69,0.00214355,0.00100000,1,16,1,1,0,0,423,143,20,48
70,0.00221924,0.00100000,1,16,1,1,0,0,422,143,19,49
71,0.00232422,0.00100000,1,16,1,1,0,0,422,143,18,50
72,0.00227051,0.00100000,1,16,1,1,0,0,421,143,19,58
73,0.00232910,0.00100000,1,16,1,1,0,0,421,143,18,59
74,0.00263184,0.00100000,1,16,1,1,0,0,420,151,18,41
75,0.00279053,0.00100000,1,16,1,1,0,0,419,151,19,40
76,0.00286377,0.00100000,1,16,1,1,0,0,418,152,19,38
77,0.00300293,0.00100000,1,16,1,1,0,0,418,152,19,41
78,0.00319580,0.00100000,1,16,1,1,0,0,189,186,14,47
79,0.00333252,0.00100000,1,16,1,1,0,0,184,161,20,72
80,0.00320801,0.00100000,1,16,1,1,0,0,182,161,19,63
81,0.00320801,0.00100000,1,16,1,1,0,0,184,161,17,61
82,0.00336670,0.00100000,1,16,1,1,0,0,184,161,22,72
83,0.00354248,0.00100000,1,16,1,1,0,0,185,161,21,73
84,0.00345459,0.00100000,1,16,1,1,0,0,185,161,22,75
85,0.00336670,0.00100000,1,16,1,1,0,0,186,161,21,75
86,0.00338867,0.00100000,1,16,1,1,0,0,186,161,22,75
87,0.00335449,0.00100000,1,16,1,1,0,0,187,161,21,76
88,0.00353027,0.00100000,1,16,1,1,0,0,188,159,20,78
89,0.00369141,0.00100000,1,16,1,1,0,0,188,161,20,76
90,0.00383057,0.00100000,1,16,1,1,0,0,188,158,20,79
91,0.00386230,0.00100000,1,16,1,1,0,0,188,158,21,79
92,0.00401123,0.00100000,1,16,1,1,0,0,407,192,15,48
93,0.00391357,0.00100000,1,16,1,1,0,0,193,187,15,50
94,0.00387451,0.00100000,1,16,1,1,0,0,189,158,23,32
95,0.00383789,0.00100000,1,16,1,1,0,0,405,192,16,51
96,0.00378418,0.00100000,1,16,1,1,0,0,189,158,25,32
97,0.00382568,0.00100000,1,16,1,1,0,0,189,158,26,32
98,0.00371094,0.00100000,1,16,1,1,0,0,190,158,26,32
99,0.00351807,0.00100000,1,16,1,1,0,0,191,158,26,32
100,0.00351563,0.00100000,1,16,1,1,0,0,194,158,23,30
101,0.00339355,0.00100000,1,16,1,1,0,0,194,154,24,33
102,0.00340820,0.00100000,1,16,1,1,0,0,399,171,13,76
103,0.00346680,0.00100000,1,16,1,1,0,0,398,172,13,75
104,0.00369873,0.00100000,1,16,1,1,0,0,397,172,13,80
105,0.00373291,0.00100000,1,16,1,1,0,0,396,172,14,71
106,0.00366211,0.00100000,1,16,1,1,0,0,395,172,14,70
107,0.00383057,0.00100000,1,16,1,1,0,0,395,172,13,75
108,0.00377930,0.00100000,1,16,1,1,0,0,394,173,14,69
109,0.00372314,0.00100000,1,16,1,1,0,0,393,173,15,70
110,0.00375000,0.00100000,1,16,1,1,0,0,392,173,17,69
111,0.00377930,0.00100000,1,16,1,1,0,0,207,188,15,55
